game_date,player_id,player_name,betting_line,current_pred,current_std,current_prob,twostage_pred,twostage_std,twostage_prob,twostage_minutes_q50,actual_pra,actual_minutes,logged_at,updated_at,edge,edge_pct,direction,current_direction,twostage_direction,models_agree,tier,tier_units,tier_expected_wr,tier_reason
2025-12-07,1641710,Anthony Black,18.5,25.55436134338379,2.7539660930633545,0.9975044176031614,24.548824343311093,8.914446745799644,0.73,29.489974975585938,29.0,30.483333333333334,2025-12-07T20:19:09.494210,2025-12-19T22:53:19.256745,7.054361343383789,38.13168293720967,OVER,OVER,OVER,True,GOLDEN,1.5,0.746,"TwoStage prob 0.73 in [0.60-0.75], Edge 38.1%"
2025-12-07,1642271,Kyle Filipowski,19.5,25.465646743774418,1.273048758506775,0.9999998255913156,25.63647520284393,12.193259789332831,0.642,24.18233108520508,33.0,36.21666666666667,2025-12-07T20:19:09.609657,2025-12-19T22:53:19.256745,5.965646743774418,30.59306022448419,OVER,OVER,OVER,True,GOLDEN,1.5,0.746,"TwoStage prob 0.64 in [0.60-0.75], Edge 30.6%"
2025-12-07,1630591,Jalen Suggs,21.5,27.586875915527344,2.9624924659729004,0.9858207370554654,28.972626756151147,10.643575366416329,0.724,28.41653633117676,24.0,31.783333333333335,2025-12-07T20:19:09.561415,2025-12-19T22:53:19.256745,6.086875915527344,28.311050769894624,OVER,OVER,OVER,True,GOLDEN,1.5,0.746,"TwoStage prob 0.72 in [0.60-0.75], Edge 28.3%"
2025-12-07,203954,Joel Embiid,26.5,33.665592193603516,1.947844386100769,0.9999622437896132,31.26045733083211,12.012732830422314,0.642,28.2109375,25.0,30.266666666666666,2025-12-07T20:19:09.586282,2025-12-19T22:53:19.256745,7.165592193603516,27.03997054190006,OVER,OVER,OVER,True,GOLDEN,1.5,0.746,"TwoStage prob 0.64 in [0.60-0.75], Edge 27.0%"
2025-12-07,1628971,Bruce Brown,13.5,16.642574310302734,1.5436968803405762,0.9841716308884318,18.46651763318673,8.314862945973283,0.664,25.27801513671875,0.0,19.9,2025-12-07T20:19:09.506653,2025-12-19T22:53:19.256745,3.1425743103027344,23.278328224464698,OVER,OVER,OVER,True,GOLDEN,1.5,0.746,"TwoStage prob 0.66 in [0.60-0.75], Edge 23.3%"
2025-12-07,2544,LeBron James,30.5,37.28223419189453,2.6939010620117188,0.9961436753317632,36.0349357072141,10.202001332270935,0.664,32.29404067993164,42.0,34.2,2025-12-07T20:19:09.616279,2025-12-19T22:53:19.256745,6.782234191894531,22.236833416047645,OVER,OVER,OVER,True,GOLDEN,1.5,0.746,"TwoStage prob 0.66 in [0.60-0.75], Edge 22.2%"
2025-12-07,1642285,Cam Spencer,18.5,22.544933319091797,2.632216453552246,0.9452082542110068,22.832318915366756,8.51154255621748,0.678,24.25187110900879,21.0,31.783333333333335,2025-12-07T20:19:09.509940,2025-12-19T22:53:19.256745,4.044933319091797,21.864504427523222,OVER,OVER,OVER,True,GOLDEN,1.5,0.746,"TwoStage prob 0.68 in [0.60-0.75], Edge 21.9%"
2025-12-07,1642846,Ace Bailey,17.5,20.558725357055664,1.050808310508728,0.9988630852422696,20.722776356728367,9.696495259178098,0.63,26.761245727539062,18.0,32.2,2025-12-07T20:19:09.484683,2025-12-19T22:53:19.256745,3.058725357055664,17.47843061174665,OVER,OVER,OVER,True,GOLDEN,1.5,0.746,"TwoStage prob 0.63 in [0.60-0.75], Edge 17.5%"
2025-12-07,1630532,Franz Wagner,31.5,36.95420837402344,1.5404469966888428,0.9998994042495054,35.77914602066902,9.560722540269444,0.666,34.32160186767578,11.0,7.283333333333333,2025-12-07T20:19:09.548728,2025-12-19T22:53:19.256745,5.4542083740234375,17.314947219122022,OVER,OVER,OVER,True,GOLDEN,1.5,0.746,"TwoStage prob 0.67 in [0.60-0.75], Edge 17.3%"
2025-12-07,1642907,Cedric Coward,21.5,24.86535263061523,1.1441774368286133,0.9989298329427032,25.80404439552688,9.764425716623268,0.628,26.55896377563477,20.0,24.65,2025-12-07T20:19:09.519771,2025-12-19T22:53:19.256745,3.365352630615231,15.652802933094096,OVER,OVER,OVER,True,GOLDEN,1.5,0.746,"TwoStage prob 0.63 in [0.60-0.75], Edge 15.7%"
