game_date,player_id,player_name,betting_line,current_pred,current_std,current_prob,twostage_pred,twostage_std,twostage_prob,twostage_minutes_q50,actual_pra,actual_minutes,logged_at,updated_at,edge,edge_pct,direction,current_direction,twostage_direction,models_agree,tier,tier_units,tier_expected_wr,tier_reason
2025-12-19,1631096,Chet Holmgren,26.5,31.77256965637207,2.161031723022461,0.9948647567453636,33.69940659940674,10.597718410906047,0.728,28.299327850341797,,,2025-12-20T00:52:39.532450,,5.27256965637207,19.89648926932857,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.73 in [0.60-0.75], Edge 19.9%"
2025-12-19,1627759,Jaylen Brown,41.5,44.398494720458984,4.613367080688477,0.7282941914045065,47.26500997934744,9.022837891833476,0.72,35.65400695800781,,,2025-12-20T00:52:39.618214,,2.8984947204589844,6.984324627612011,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.72 in [0.60-0.75], Edge 7.0%"
2025-12-19,1628978,Donte DiVincenzo,19.5,25.132097244262695,1.6438044309616089,0.9998920770333696,24.35795191409603,8.041228774638011,0.706,31.65239715576172,,,2025-12-20T00:52:39.572952,,5.632097244262695,28.882549970577927,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.71 in [0.60-0.75], Edge 28.9%"
2025-12-19,1629675,Naz Reid,21.5,28.568349838256836,1.854937195777893,0.9999839259951327,26.371566591786976,8.811435128195555,0.688,29.969860076904297,,,2025-12-20T00:52:39.658962,,7.068349838256836,32.87604575933412,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.69 in [0.60-0.75], Edge 32.9%"
2025-12-19,1628401,Derrick White,28.5,31.3913516998291,1.1348425149917605,0.9955824283187626,32.2182912852305,8.508091438036203,0.686,33.45524597167969,,,2025-12-20T00:52:39.557753,,2.8913516998291016,10.145093683610883,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.69 in [0.60-0.75], Edge 10.1%"
2025-12-19,1642845,VJ Edgecombe,22.5,27.6978759765625,1.7761259078979492,0.9990675780819344,28.330119742457818,10.97092315981262,0.686,32.06782531738281,,,2025-12-20T00:52:39.736106,,5.1978759765625,23.101671006944443,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.69 in [0.60-0.75], Edge 23.1%"
2025-12-19,1630552,Jalen Johnson,41.5,44.914772033691406,8.16944694519043,0.643568399518391,46.439987247525195,10.396521556942371,0.674,36.43572616577149,,,2025-12-20T00:52:39.603184,,3.4147720336914062,8.228366346244352,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.67 in [0.60-0.75], Edge 8.2%"
2025-12-19,1630183,Jaden McDaniels,20.5,24.462955474853516,2.048280715942383,0.9784158704723884,24.232127209573616,7.482362288041245,0.668,33.60604476928711,,,2025-12-20T00:52:39.593111,,3.9629554748535156,19.331490121236662,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.67 in [0.60-0.75], Edge 19.3%"
2025-12-19,1628384,OG Anunoby,24.5,28.08112144470215,1.323583960533142,0.9975546746829664,28.66163417569489,11.080875503790772,0.656,32.183441162109375,,,2025-12-20T00:52:39.678925,,3.5811214447021484,14.616822223274076,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.66 in [0.60-0.75], Edge 14.6%"
2025-12-19,1629638,Nickeil Alexander-Walker,24.5,28.910629272460938,2.9000020027160645,0.94203264755717,27.926600886462236,7.600800854960354,0.654,34.524234771728516,,,2025-12-20T00:52:39.663905,,4.4106292724609375,18.002568459024236,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.65 in [0.60-0.75], Edge 18.0%"
2025-12-19,1629632,Coby White,29.5,35.3985710144043,1.8587956428527832,0.999597742880793,33.88931309667521,11.740668305685508,0.652,29.07160758972168,,,2025-12-20T00:52:39.537594,,5.898571014404297,19.995155981031516,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.65 in [0.60-0.75], Edge 20.0%"
2025-12-19,1630162,Anthony Edwards,34.5,39.736663818359375,3.225174903869629,0.9529033646235016,38.09349672191484,8.913110227052025,0.65,36.583831787109375,,,2025-12-20T00:52:39.517031,,5.236663818359375,15.178735705389492,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.65 in [0.60-0.75], Edge 15.2%"
2025-12-19,1630178,Tyrese Maxey,36.5,38.76290512084961,3.713063716888428,0.7222804569643957,40.28695025630339,9.760431781578076,0.646,37.553672790527344,,,2025-12-20T00:52:39.730830,,2.2629051208496094,6.199740057122217,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.65 in [0.60-0.75], Edge 6.2%"
2025-12-19,202331,Paul George,26.5,31.431528091430664,1.9817487001419067,0.9954821300585904,31.593595637172218,13.0713376927769,0.64,26.924177169799805,,,2025-12-20T00:52:39.688946,,4.931528091430664,18.609539967662883,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.64 in [0.60-0.75], Edge 18.6%"
2025-12-19,1631114,Jalen Williams,28.5,31.485145568847656,2.181544780731201,0.9178696839287632,31.28066725008571,8.840872623938523,0.634,31.635141372680664,,,2025-12-20T00:52:39.608095,,2.9851455688476562,10.474194978412829,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.63 in [0.60-0.75], Edge 10.5%"
2025-12-19,1641717,Cason Wallace,12.5,15.837388038635254,1.2463111877441406,0.9979237881208556,16.230548330603224,7.658048339460751,0.632,25.450944900512695,,,2025-12-20T00:52:39.527574,,3.337388038635254,26.699104309082035,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.63 in [0.60-0.75], Edge 26.7%"
2025-12-19,203954,Joel Embiid,33.5,38.41758346557617,2.435859203338623,0.9817208422840996,38.201538656707086,13.48127469120757,0.63,27.518346786499023,,,2025-12-20T00:52:39.628471,,4.917583465576172,14.679353628585586,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.63 in [0.60-0.75], Edge 14.7%"
2025-12-19,1630558,Davion Mitchell,19.5,22.604093551635746,1.6106847524642944,0.977205928482084,23.68667551197648,13.01341088981892,0.616,25.188539505004883,,,2025-12-20T00:52:39.547668,,3.1040935516357457,15.918428469926901,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.62 in [0.60-0.75], Edge 15.9%"
2025-12-19,1626181,Norman Powell,28.5,31.470767974853516,2.486342668533325,0.886494665340785,32.850842350631545,15.086364493909466,0.606,29.169607162475582,,,2025-12-20T00:52:39.673904,,2.9707679748535156,10.423747280187774,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.61 in [0.60-0.75], Edge 10.4%"
