player_id,player_name,game_date,mean_pred,std_dev,model_type,n_archetypes,player_archetype,archetype_name,betting_line,bookmaker,edge,edge_pct,direction,prob_over,prob_under,current_pred,team_abbreviation,tier,tier_units,tier_expected_wr,tier_reason
1630541,Moses Moody,2026-01-05,17.342912673950195,3.4685825347900394,archetype,7,0,High-Usage Stars,12.5,draftkings,4.842912673950195,38.74330139160156,OVER,0.6937165069580078,0.3062834930419922,17.342912673950195,GSW,GOLD,2.0,0.552,OVER + Edge 38.7% >= 25%
1642845,VJ Edgecombe,2026-01-05,33.950992584228516,6.790198516845703,archetype,7,1,Secondary Scorers,25.5,fanduel,8.450992584228516,33.14114738913143,OVER,0.6657057369456572,0.3342942630543428,33.950992584228516,PHI,GOLD,2.0,0.552,OVER + Edge 33.1% >= 25%
1630193,Immanuel Quickley,2026-01-05,33.34456253051758,6.668912506103516,archetype,7,1,Secondary Scorers,25.5,fanduel,7.844562530517578,30.762990315755207,OVER,0.653814951578776,0.346185048421224,33.34456253051758,TOR,GOLD,2.0,0.552,OVER + Edge 30.8% >= 25%
1642851,Kon Knueppel,2026-01-05,31.881216049194336,6.376243209838868,archetype,7,1,Secondary Scorers,24.5,fanduel,7.381216049194336,30.127412445691164,OVER,0.6506370622284559,0.3493629377715441,31.881216049194336,CHA,GOLD,2.0,0.552,OVER + Edge 30.1% >= 25%
1628960,Grayson Allen,2026-01-05,22.61453628540039,4.522907257080078,archetype,7,6,Low-Usage Role Players,17.5,fanduel,5.114536285400391,29.225921630859375,OVER,0.6461296081542969,0.3538703918457031,22.61453628540039,PHX,GOLD,2.0,0.552,OVER + Edge 29.2% >= 25%
1628381,John Collins,2026-01-05,22.501232147216797,4.50024642944336,archetype,7,4,Playmaking Bigs,17.5,betonlineag,5.001232147216797,28.578469412667413,OVER,0.6428923470633371,0.3571076529366629,22.501232147216797,LAC,GOLD,2.0,0.552,OVER + Edge 28.6% >= 25%
1642258,Zaccharie Risacher,2026-01-05,18.61260223388672,3.722520446777344,archetype,7,6,Low-Usage Role Players,14.5,betonlineag,4.112602233886719,28.362774026804953,OVER,0.6418138701340248,0.3581861298659752,18.61260223388672,ATL,GOLD,2.0,0.552,OVER + Edge 28.4% >= 25%
201572,Brook Lopez,2026-01-05,14.724931716918944,2.944986343383789,archetype,7,4,Playmaking Bigs,11.5,betonlineag,3.2249317169189453,28.04288449494735,OVER,0.6402144224747368,0.3597855775252632,14.724931716918944,LAC,GOLD,2.0,0.552,OVER + Edge 28.0% >= 25%
1631093,Jaden Ivey,2026-01-05,18.479068756103516,3.695813751220703,archetype,7,3,Traditional Bigs,14.5,fanduel,3.979068756103515,27.441853490369073,OVER,0.6372092674518454,0.3627907325481546,18.479068756103516,DET,GOLD,2.0,0.552,OVER + Edge 27.4% >= 25%
1642366,Quinten Post,2026-01-05,17.118574142456055,3.423714828491211,archetype,7,2,3-and-D Wings,13.5,draftkings,3.6185741424560542,26.80425290708189,OVER,0.6340212645354094,0.3659787354645906,17.118574142456055,GSW,GOLD,2.0,0.552,OVER + Edge 26.8% >= 25%
1641706,Brandon Miller,2026-01-05,31.702138900756836,6.3404277801513675,archetype,7,3,Traditional Bigs,25.5,fanduel,6.202138900756836,24.322113336301317,OVER,0.6216105666815066,0.3783894333184934,31.702138900756836,CHA,SILVER,1.5,0.545,OVER + Edge 24.3% in [20-25%]
1627739,Kris Dunn,2026-01-05,16.699562072753906,3.3399124145507812,archetype,7,6,Low-Usage Role Players,13.5,fanduel,3.1995620727539062,23.70045979817709,OVER,0.6185022989908854,0.3814977010091146,16.699562072753906,LAC,SILVER,1.5,0.545,OVER + Edge 23.7% in [20-25%]
1629011,Mitchell Robinson,2026-01-05,15.12258529663086,3.024517059326172,archetype,7,6,Low-Usage Role Players,12.5,draftkings,2.6225852966308594,20.980682373046875,OVER,0.6049034118652343,0.3950965881347656,15.12258529663086,NYK,SILVER,1.5,0.545,OVER + Edge 21.0% in [20-25%]
1629656,Quentin Grimes,2026-01-05,23.51709747314453,4.703419494628906,archetype,7,6,Low-Usage Role Players,19.5,fanduel,4.017097473144531,20.600499862279648,OVER,0.6030024993113983,0.3969975006886017,23.51709747314453,PHI,SILVER,1.5,0.545,OVER + Edge 20.6% in [20-25%]
203500,Steven Adams,2026-01-05,1.1936426162719729,0.2387285232543945,archetype,7,0,High-Usage Stars,19.5,betonlineag,-18.306357383728027,93.87875581398988,UNDER,0.2,0.8,1.1936426162719729,HOU,BRONZE,1.0,0.572,UNDER + Edge 93.9% >= 30% (57.2% WR)
