game_date,player_id,player_name,betting_line,current_pred,current_std,current_prob,twostage_pred,twostage_std,twostage_prob,twostage_minutes_q50,actual_pra,actual_minutes,logged_at,updated_at,edge,edge_pct,direction,current_direction,twostage_direction,models_agree,tier,tier_units,tier_expected_wr,tier_reason
2025-12-18,1629638,Nickeil Alexander-Walker,26.5,30.779748916625977,2.2622642517089844,0.9751514780008446,31.88087337613682,8.869774927955099,0.75,34.63031768798828,38.0,34.0,2025-12-18T20:37:33.380945,2025-12-19T22:53:19.315992,4.279748916625977,16.14999591179614,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.75 in [0.60-0.75], Edge 16.1%"
2025-12-18,1630230,Naji Marshall,19.5,27.00615119934082,2.918672561645508,0.9976078978060526,26.46088327892185,9.39226589727363,0.74,29.67254638671875,20.0,33.0,2025-12-18T20:37:33.372334,2025-12-19T22:53:19.315992,7.50615119934082,38.493083073542664,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.74 in [0.60-0.75], Edge 38.5%"
2025-12-18,1641708,Amen Thompson,29.5,34.415313720703125,1.9492307901382449,0.9957772506307137,34.78066532110039,9.0456708708749,0.722,36.064971923828125,33.0,41.0,2025-12-18T20:37:33.137477,2025-12-19T22:53:19.315992,4.915313720703125,16.662080409163135,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.72 in [0.60-0.75], Edge 16.7%"
2025-12-18,1628389,Bam Adebayo,32.5,36.65409469604492,2.350940465927124,0.9653875031451612,38.01606314080955,11.414244080280758,0.708,32.618770599365234,26.0,31.0,2025-12-18T20:37:33.162512,2025-12-19T22:53:19.315992,4.154094696044922,12.781829833984377,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.71 in [0.60-0.75], Edge 12.8%"
2025-12-18,1642843,Cooper Flagg,29.5,33.4233283996582,2.7266409397125244,0.9294780641405108,33.98027066254411,8.165994373462912,0.702,33.918216705322266,37.0,40.0,2025-12-18T20:37:33.200251,2025-12-19T22:53:19.315992,3.923328399658203,13.29941830392611,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.70 in [0.60-0.75], Edge 13.3%"
2025-12-18,1628374,Lauri Markkanen,34.5,37.358909606933594,3.479377269744873,0.7917095216230078,39.71654605112462,10.099741172041304,0.702,34.48471450805664,,,2025-12-18T20:37:33.346335,2025-12-19T22:53:19.315992,2.8589096069335938,8.286694512850996,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.70 in [0.60-0.75], Edge 8.3%"
2025-12-18,1630578,Alperen Sengun,38.5,42.148311614990234,3.776935577392578,0.8327815709546506,43.91460706043744,10.438141707035946,0.688,36.07276153564453,47.0,36.0,2025-12-18T20:37:33.133254,2025-12-19T22:53:19.315992,3.6483116149902344,9.4761340649097,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.69 in [0.60-0.75], Edge 9.5%"
2025-12-18,1628384,OG Anunoby,24.5,28.95179557800293,2.9080026149749756,0.9433227169502868,31.073728423504093,13.695474925673928,0.686,29.804040908813477,23.0,34.0,2025-12-18T20:37:33.398243,2025-12-19T22:53:19.315992,4.45179557800293,18.170594195930327,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.69 in [0.60-0.75], Edge 18.2%"
2025-12-18,1630700,Dyson Daniels,24.5,29.956941604614254,2.3507721424102783,0.9929143237461784,28.4004265631056,7.591845489788283,0.68,34.70979309082031,23.0,32.0,2025-12-18T20:37:33.247388,2025-12-19T22:53:19.315992,5.456941604614254,22.273231039241853,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.68 in [0.60-0.75], Edge 22.3%"
2025-12-18,1628960,Grayson Allen,20.5,25.443618774414062,2.0633623600006104,0.9945197094780748,26.17912915193008,12.04138799084233,0.68,26.94475746154785,,,2025-12-18T20:37:33.255959,2025-12-19T22:53:19.315992,4.9436187744140625,24.115213533727132,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.68 in [0.60-0.75], Edge 24.1%"
2025-12-18,1642263,Reed Sheppard,17.5,23.404335021972656,1.6115646362304688,0.9999687995974798,23.13229634767085,10.686340840912724,0.67,26.274398803710938,22.0,27.0,2025-12-18T20:37:33.428802,2025-12-19T22:53:19.315992,5.904335021972656,33.73905726841518,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.67 in [0.60-0.75], Edge 33.7%"
2025-12-18,1627747,Caris LeVert,13.5,19.165298461914062,2.0963335037231445,0.9986025649737116,22.230590131671168,14.485386669236195,0.668,19.29955291748047,12.0,27.0,2025-12-18T20:37:33.191627,2025-12-19T22:53:19.315992,5.6652984619140625,41.96517379195602,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.67 in [0.60-0.75], Edge 42.0%"
2025-12-18,203924,Jerami Grant,27.5,30.73426818847656,2.0758702754974365,0.944485329429432,31.70639753876777,9.532012424229276,0.668,32.01925277709961,34.0,40.0,2025-12-18T20:37:33.285815,2025-12-19T22:53:19.315992,3.234268188476559,11.76097523082385,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.67 in [0.60-0.75], Edge 11.8%"
2025-12-18,1642856,Egor Dëmin,15.5,20.47685813903809,1.3679416179656982,0.999962631226882,21.544197414668037,10.461422531530298,0.664,24.370132446289062,17.0,28.0,2025-12-18T20:37:33.251631,2025-12-19T22:53:19.315992,4.9768581390380895,32.10876218734251,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.66 in [0.60-0.75], Edge 32.1%"
2025-12-18,1631221,Collin Gillespie,22.5,25.894105911254883,2.2373015880584717,0.9405945433255758,26.557181772334413,8.68949175352241,0.654,30.682941436767575,27.0,34.0,2025-12-18T20:37:33.196149,2025-12-19T22:53:19.315992,3.394105911254883,15.08491516113281,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.65 in [0.60-0.75], Edge 15.1%"
2025-12-18,1629023,P.J. Washington,22.5,29.0294189453125,2.3216755390167236,0.9987728687151468,28.932000825201985,14.247260894150989,0.652,29.785219192504883,23.0,37.0,2025-12-18T20:37:33.406977,2025-12-19T22:53:19.315992,6.5294189453125,29.019639756944443,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.65 in [0.60-0.75], Edge 29.0%"
2025-12-18,203076,Anthony Davis,36.5,39.73976135253906,3.0662200450897217,0.855622543407099,41.09459084378327,12.740076055282826,0.642,32.3269157409668,31.0,37.0,2025-12-18T20:37:33.154218,2025-12-19T22:53:19.315992,3.2397613525390625,8.876058500107021,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.64 in [0.60-0.75], Edge 8.9%"
2025-12-18,202699,Tobias Harris,20.5,24.268407821655273,1.638741135597229,0.9919774092990474,24.791599156369152,9.562156321650496,0.64,27.840776443481445,7.0,18.0,2025-12-18T20:37:33.464314,2025-12-19T22:53:19.315992,3.7684078216552734,18.382477178806212,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.64 in [0.60-0.75], Edge 18.4%"
2025-12-18,1642847,Jeremiah Fears,18.5,23.190587997436523,1.9793061017990112,0.9941756418348716,22.079284753751367,8.05378620138126,0.636,29.822967529296875,16.0,20.0,2025-12-18T20:37:33.290153,2025-12-19T22:53:19.315992,4.690587997436523,25.3545297158731,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.64 in [0.60-0.75], Edge 25.4%"
2025-12-18,1629661,Cameron Johnson,20.5,23.18689346313477,1.865139126777649,0.9296566643293708,23.47536231586595,6.964614631341418,0.634,33.602333068847656,33.0,36.0,2025-12-18T20:37:33.187534,2025-12-19T22:53:19.315992,2.686893463134769,13.106797381145215,OVER,OVER,OVER,True,GOLDEN,1.5,0.55,"TwoStage prob 0.63 in [0.60-0.75], Edge 13.1%"
