player_id,player_name,game_date,mean_pred,std_dev,std_dev_raw,var_pred_raw,var_pred_calibrated,pra_line,bookmaker,pra_odds,line_for_prob,betting_line,prob_over,prob_under,breakeven_prob,edge_over,edge_under,confidence_score,cv,current_pred,team_abbreviation,edge,edge_pct,direction,tier,tier_units,tier_expected_wr,tier_reason
1628368,De'Aaron Fox,2025-12-25,38.365604,3.1595209,3.1595209,2.4956431,9.982573,25.5,fanduel,-125.0,25.5,25.5,0.9999980433348656,1.9566651344726793e-06,0.5555555555555556,0.4444424877793099,-0.5555535988904211,0.999996086669731,0.08235295,38.365604,SAS,12.865603999999998,50.45334901960783,OVER,GOLD,2.0,0.606,OVER + Edge 50.5% >= 25%
1627936,Alex Caruso,2025-12-25,15.721307,1.9118901,1.9118901,0.913831,3.655324,11.5,draftkings,-109.0,11.5,11.5,0.9918523269828624,0.0081476730171374,0.5215311004784688,0.4703212265043937,-0.5133834274613314,0.983704653965725,0.121611394,15.721307,OKC,4.2213069999999995,36.70701739130434,OVER,GOLD,2.0,0.606,OVER + Edge 36.7% >= 25%
1641764,Brandin Podziemski,2025-12-25,22.841093,1.4165559,1.4165559,0.50165766,2.0066307,17.5,fanduel,-122.0,17.5,17.5,0.9999785512796489,2.1448720351147088e-05,0.5495495495495496,0.4504290017300992,-0.5495281008291985,0.9999571025592976,0.06201786,22.841093,GSW,5.341093000000001,30.520531428571434,OVER,GOLD,2.0,0.606,OVER + Edge 30.5% >= 25%
1630241,Sam Merrill,2025-12-25,20.189617,1.7325048,1.7325048,0.7503933,3.001573,15.5,fanduel,-125.0,15.5,15.5,0.998256541950336,0.001743458049664,0.5555555555555556,0.4427009863947804,-0.5538120975058916,0.996513083900672,0.08581167,20.189617,CLE,4.689616999999998,30.25559354838709,OVER,GOLD,2.0,0.606,OVER + Edge 30.3% >= 25%
201144,Mike Conley,2025-12-25,13.653607,2.3983061,2.3983061,1.437968,5.751872,10.5,fanduel,-112.0,10.5,10.5,0.915071765190762,0.0849282348092379,0.5283018867924528,0.3867698783983092,-0.4433736519832149,0.8301435303815241,0.17565365,13.653607,MIN,3.153606999999999,30.034352380952374,OVER,GOLD,2.0,0.606,OVER + Edge 30.0% >= 25%
1628392,Isaiah Hartenstein,2025-12-25,27.552265,1.5039331,1.5039331,0.56545365,2.2618146,21.5,fanduel,-108.0,21.5,21.5,0.9999930392911456,6.9607088543088835e-06,0.5192307692307693,0.4807622700603764,-0.519223808521915,0.9999860785822914,0.05458473,27.552265,OKC,6.0522649999999985,28.150069767441856,OVER,GOLD,2.0,0.606,OVER + Edge 28.2% >= 25%
1642366,Quinten Post,2025-12-25,21.0829,1.3225228,1.3225228,0.43726662,1.7490665,16.5,fanduel,-130.0,16.5,16.5,0.9999052634858852,9.473651411473494e-05,0.5652173913043478,0.4346878721815375,-0.565122654790233,0.9998105269717704,0.06272964,21.0829,GSW,4.582899999999999,27.775151515151506,OVER,GOLD,2.0,0.606,OVER + Edge 27.8% >= 25%
1628969,Mikal Bridges,2025-12-25,31.01681,1.673169,1.673169,0.6998736,2.7994945,24.5,fanduel,-120.0,24.5,24.5,0.9999859662718305,1.4033728169549065e-05,0.5454545454545454,0.454531420817285,-0.5454405117263759,0.9999719325436608,0.05394394,31.01681,NYK,6.5168099999999995,26.599224489795915,OVER,GOLD,2.0,0.606,OVER + Edge 26.6% >= 25%
1628971,Bruce Brown,2025-12-25,19.592659,1.7072793,1.7072793,0.7287007,2.9148028,15.5,fanduel,100.0,15.5,15.5,0.994741617947952,0.0052583820520479,0.5,0.494741617947952,-0.494741617947952,0.989483235895904,0.08713872,19.592659,DEN,4.092659000000001,26.404251612903234,OVER,GOLD,2.0,0.606,OVER + Edge 26.4% >= 25%
1629023,P.J. Washington,2025-12-25,5.523617,3.5517397,3.5517397,3.1537137,12.614855,22.5,fanduel,-118.0,22.5,22.5,0.001235605562129,0.9987643944378708,0.5412844036697247,-0.5400487981075957,0.4574799907681461,0.9975287888757418,0.64300966,5.523617,DAL,-16.976383,75.45059111111111,UNDER,BRONZE,1.0,0.56,UNDER + Edge 75.5% >= 30%
1630183,Jaden McDaniels,2025-12-25,5.691286,3.3596456,3.3596456,2.8218048,11.287219,20.5,fanduel,-108.0,20.5,20.5,0.0017173440995464,0.9982826559004536,0.5192307692307693,-0.5175134251312228,0.4790518866696842,0.996565311800907,0.59031385,5.691286,MIN,-14.808714,72.23762926829268,UNDER,BRONZE,1.0,0.56,UNDER + Edge 72.2% >= 30%
1629006,Josh Okogie,2025-12-25,5.045553,1.1662441,1.1662441,0.34003136,1.3601254,10.5,fanduel,-102.0,10.5,10.5,0.0001156932024973,0.9998843067975026,0.504950495049505,-0.5048348018470076,0.4949338117479976,0.9997686135950052,0.23114292,5.045553,HOU,-5.454447,51.94711428571429,UNDER,BRONZE,1.0,0.56,UNDER + Edge 51.9% >= 30%
203110,Draymond Green,2025-12-25,13.212776,1.688712,1.688712,0.71293706,2.8517482,20.5,fanduel,-104.0,20.5,20.5,8.885299221483844e-05,0.9999111470077852,0.5098039215686274,-0.5097150685764126,0.4901072254391577,0.9998222940155704,0.12780902,13.212776,GSW,-7.287224,35.547434146341466,UNDER,BRONZE,1.0,0.56,UNDER + Edge 35.5% >= 30%
